,a,TSNE_1,TSNE_2,X     
8879,X9.161,2.260834187,-0.526262594,Stem and progenitor cell(Fetal-liver)  
8880,X12.161,2.318841514,-0.875285315,Stem and progenitor cell(Fetal-liver)  
8881,X2.161,2.323184207,-0.862217392,Stem and progenitor cell(Fetal-liver)  
8882,X26.161,2.449246413,-1.19679291,Stem and progenitor cell(Fetal-liver)  
8883,X29.161,2.257062683,-0.777824431,Stem and progenitor cell(Fetal-liver)  
8884,X7.161,2.390855716,-0.975347001,Stem and progenitor cell(Fetal-liver)  
8885,X8.161,2.219370064,-0.67656322,Stem and progenitor cell(Fetal-liver)  
8886,X31.161,2.129500086,-0.695409707,Stem and progenitor cell(Fetal-liver)  
8887,X6.161,2.221006011,-0.489917881,Stem and progenitor cell(Fetal-liver)  
8888,X4.161,2.325460629,-0.416204143,Stem and progenitor cell(Fetal-liver)  
8889,X13.161,2.108914155,-0.395911594,Stem and progenitor cell(Fetal-liver)  
8890,X5.161,2.334642418,-0.965653137,Stem and progenitor cell(Fetal-liver)  
8891,X22.191,2.17663844,-0.304039083,Monocyte progenitor(Bone-Marrow_c-kit)    
8892,X22.192,2.116143255,-0.384156034,Multipotent progenitor_Ctla2a high(Bone-Marrow_c-kit)   
8893,X13.193,2.604659145,-1.121144084,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8894,X35.161,2.194551077,-0.613961421,Stem and progenitor cell(Fetal-liver)  
8895,X11.161,2.205793087,-0.613757366,Stem and progenitor cell(Fetal-liver)  
8896,X23.163,1.784694766,-0.068142321,Dendritic cell(Fetal-liver)    
8897,X15.161,2.436566523,-0.821457654,Stem and progenitor cell(Fetal-liver)  
8898,X16.161,2.019814466,-0.726140643,Stem and progenitor cell(Fetal-liver)  
8899,X17.161,2.157864834,-0.753651161,Stem and progenitor cell(Fetal-liver)  
8900,X18.161,2.449945336,-0.460012733,Stem and progenitor cell(Fetal-liver)  
8901,X40.193,2.449250965,-0.687686812,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8902,X21.161,2.328759568,-0.735800347,Stem and progenitor cell(Fetal-liver)  
8903,X23.161,2.32186385,-0.39920879,Stem and progenitor cell(Fetal-liver)  
8904,X30.161,2.348138126,-0.371954782,Stem and progenitor cell(Fetal-liver)  
8905,X38.161,2.341341289,-0.148201157,Stem and progenitor cell(Fetal-liver)  
8906,X25.161,2.499933924,-1.088645741,Stem and progenitor cell(Fetal-liver)  
8907,X26.191,2.501793927,0.885039806,Monocyte progenitor(Bone-Marrow_c-kit)    
8908,X32.193,3.191197554,-1.516095927,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8909,X19.192,2.34445365,-0.255320727,Multipotent progenitor_Ctla2a high(Bone-Marrow_c-kit)   
8910,X32.161,2.297980729,-0.665214623,Stem and progenitor cell(Fetal-liver)  
8911,X34.161,2.300517565,-0.51423645,Stem and progenitor cell(Fetal-liver)  
8912,X46.161,2.257619502,-0.711185085,Stem and progenitor cell(Fetal-liver)  
8913,X36.161,1.957624614,-0.240667892,Stem and progenitor cell(Fetal-liver)  
8914,X37.163,1.768546683,0.000273072,Dendritic cell(Fetal-liver)    
8915,X43.161,2.50753165,-1.019314158,Stem and progenitor cell(Fetal-liver)  
8916,X37.161,2.576402417,-1.011047447,Stem and progenitor cell(Fetal-liver)  
8917,X8.193,2.703481443,-1.175282789,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8918,X38.163,2.10036206,-0.317540035,Dendritic cell(Fetal-liver)    
8919,X39.161,2.347324945,-0.60940899,Stem and progenitor cell(Fetal-liver)  
8920,X25.193,2.449312167,-0.821841951,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8921,X40.161,2.352631334,-0.400231871,Stem and progenitor cell(Fetal-liver)  
8922,X47.191,2.355325581,-0.319008528,Monocyte progenitor(Bone-Marrow_c-kit)    
8923,X41.161,2.753885411,-1.8111122,Stem and progenitor cell(Fetal-liver)  
8924,X21.163,1.582700689,0.153237776,Dendritic cell(Fetal-liver)    
8925,X42.161,1.755866131,-0.046223968,Stem and progenitor cell(Fetal-liver)  
8926,X31.163,1.565759765,0.110602559,Dendritic cell(Fetal-liver)    
8927,X47.163,1.948396198,-0.23823698,Dendritic cell(Fetal-liver)    
8928,X45.161,2.252799182,-0.771174139,Stem and progenitor cell(Fetal-liver)  
8929,X49.192,2.196950923,-0.680404774,Multipotent progenitor_Ctla2a high(Bone-Marrow_c-kit)   
8930,X16.193,2.658781932,-1.489865314,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)   
8931,X10.192,2.24304812,-0.075933551,Multipotent progenitor_Ctla2a high(Bone-Marrow_c-kit)   
8932,X13.162,3.485979526,1.443146264,Neutrophil_Elane high(Fetal-liver)    
8933,X40.188,3.295329215,1.665791029,Monocyte progenitor cell_Ctsg high(Bone-Marrow_c-kit)  
8934,X2.162,2.916358476,1.151431185,Neutrophil_Elane high(Fetal-liver)    
8935,X3.162,2.753642402,0.714656746,Neutrophil_Elane high(Fetal-liver)    
8936,X12.162,2.798791936,0.767325648,Neutrophil_Elane high(Fetal-liver)    
8937,X38.162,2.81675413,0.947876451,Neutrophil_Elane high(Fetal-liver)    
8938,X42.162,2.588855442,0.151665557,Neutrophil_Elane high(Fetal-liver)    
8939,X4.162,2.514749385,-0.03014757,Neutrophil_Elane high(Fetal-liver)    
8940,X5.162,2.65273994,0.429335731,Neutrophil_Elane high(Fetal-liver)    
8941,X28.162,2.926936894,1.024091627,Neutrophil_Elane high(Fetal-liver)    
8942,X7.162,2.899979034,1.119951729,Neutrophil_Elane high(Fetal-liver)    
8943,X16.162,3.709081551,2.115007133,Neutrophil_Elane high(Fetal-liver)    
8944,X28.190,3.86713028,2.289959012,Monocyte progenitor cell_Prtn3 high(Bone-Marrow_c-kit)  
8945,X9.162,3.267735952,1.688397877,Neutrophil_Elane high(Fetal-liver)    
8946,X10.162,2.907110494,1.156615069,Neutrophil_Elane high(Fetal-liver)    
8947,X11.162,2.891705091,1.02114837,Neutrophil_Elane high(Fetal-liver)    
8948,X30.162,3.602618988,1.985305415,Neutrophil_Elane high(Fetal-liver)    
8949,X38.188,3.538573798,1.887262093,Monocyte progenitor cell_Ctsg high(Bone-Marrow_c-kit)  
8950,X5.188,3.622665534,2.033505081,Monocyte progenitor cell_Ctsg high(Bone-Marrow_c-kit)  
8951,X15.162,3.611028305,2.018321898,Neutrophil_Elane high(Fetal-liver)    
8952,X17.162,2.70737063,0.90603821,Neutrophil_Elane high(Fetal-liver)    
8953,X18.162,2.959360815,1.151551349,Neutrophil_Elane high(Fetal-liver)    
8954,X19.162,3.118720739,1.513167033,Neutrophil_Elane high(Fetal-liver)    
8955,X20.162,2.945935493,1.05919779,Neutrophil_Elane high(Fetal-liver)    
8956,X16.192,2.685511821,0.954463424,Multipotent progenitor_Ctla2a high(Bone-Marrow_c-kit)   
8957,X22.162,2.744312938,0.575175214,Neutrophil_Elane high(Fetal-liver)    
8958,X23.162,2.918342497,1.099497194,Neutrophil_Elane high(Fetal-liver)    
8959,X24.162,2.722050354,0.590622498,Neutrophil_Elane high(Fetal-liver)    
8960,X25.162,2.587310186,-1.315896479,Neutrophil_Elane high(Fetal-liver)    
8961,X26.162,2.868438719,0.976295889,Neutrophil_Elane high(Fetal-liver)    
8962,X29.162,2.397723759,-0.145902035,Neutrophil_Elane high(Fetal-liver)    
8963,X31.162,2.668000527,0.838438999,Neutrophil_Elane high(Fetal-liver)    
8964,X32.162,2.838449656,1.167720107,Neutrophil_Elane high(Fetal-liver)    
8965,X7.188,2.911129318,1.339782348,Monocyte progenitor cell_Ctsg high(Bone-Marrow_c-kit)  
8966,X33.162,3.38325524,1.359600436,Neutrophil_Elane high(Fetal-liver)    
8967,X34.162,3.038763361,1.401072849,Neutrophil_Elane high(Fetal-liver)    
8968,X35.162,3.05293514,1.18851815,Neutrophil_Elane high(Fetal-liver)    
8969,X36.162,3.610097121,2.03936148,Neutrophil_Elane high(Fetal-liver)    
8970,X37.162,3.255208578,1.634555312,Neutrophil_Elane high(Fetal-liver)    
8971,X40.162,2.483183843,0.973120317,Neutrophil_Elane high(Fetal-liver)    
8972,X43.162,2.482080256,0.779010372,Neutrophil_Elane high(Fetal-liver)    
8973,X32.191,2.371139327,0.789590108,Monocyte progenitor(Bone-Marrow_c-kit)    
8974,X44.162,3.973886724,2.381815892,Neutrophil_Elane high(Fetal-liver)    
8975,X46.162,2.745872773,0.94757797,Neutrophil_Elane high(Fetal-liver)    
8976,X47.162,2.631215145,0.333630159,Neutrophil_Elane high(Fetal-liver)    
8977,X48.162,2.64545861,0.905415714,Neutrophil_Elane high(Fetal-liver)    
8978,X25.163,1.780911018,0.852822255,Dendritic cell(Fetal-liver)    
8979,X26.163,1.241782638,0.483158908,Dendritic cell(Fetal-liver)    
8980,X4.163,1.360266859,0.386006997,Dendritic cell(Fetal-liver)    
8981,X33.163,1.339550746,0.396578973,Dendritic cell(Fetal-liver)    
8982,X45.163,1.415129666,0.301555388,Dendritic cell(Fetal-liver)    
8983,X17.168,1.363416626,0.279325563,Macrophage_Lyz2 high(Fetal_Intestine)    
8984,X5.163,1.02849262,0.875100854,Dendritic cell(Fetal-liver)    
8985,X20.163,1.739058349,0.035087797,Dendritic cell(Fetal-liver)    
8986,X14.163,1.789001385,-0.01547979,Dendritic cell(Fetal-liver)    
8987,X7.163,1.662057282,0.130199793,Dendritic cell(Fetal-liver)    
8988,X8.163,1.514745333,0.585584473,Dendritic cell(Fetal-liver)    
8989,X16.163,1.601906842,0.656601116,Dendritic cell(Fetal-liver)    
8990,X39.163,1.412499352,0.680969085,Dendritic cell(Fetal-liver)    
8991,X42.163,1.475544759,0.467549812,Dendritic cell(Fetal-liver)    
8992,X11.163,0.934738563,0.457517666,Dendritic cell(Fetal-liver)    
8993,X9.163,0.967681967,0.403766894,Dendritic cell(Fetal-liver)    
8994,X1.168,0.844266861,0.48810509,Macrophage_Lyz2 high(Fetal_Intestine)    
8995,X20.168,1.15284788,0.361758842,Macrophage_Lyz2 high(Fetal_Intestine)    
8996,X29.168,1.099255716,0.400888552,Macrophage_Lyz2 high(Fetal_Intestine)    
8997,X29.163,1.316359003,0.448278213,Dendritic cell(Fetal-liver)    
8998,X10.163,1.263740839,0.378487156,Dendritic cell(Fetal-liver)    
8999,X23.168,0.796275867,0.532711083,Macrophage_Lyz2 high(Fetal_Intestine)    
9000,X12.163,1.462483973,0.197937117,Dendritic cell(Fetal-liver)    
9001,X40.163,1.304351865,0.299088668,Dendritic cell(Fetal-liver)    
9002,X17.163,1.009763208,0.448215149,Dendritic cell(Fetal-liver)    
9003,X36.163,1.597095998,0.326230202,Dendritic cell(Fetal-liver)    
9004,X22.163,1.46105738,0.495451672,Dendritic cell(Fetal-liver)    
9005,X27.163,1.282317433,0.461991439,Dendritic cell(Fetal-liver)    
9006,X11.168,0.285819727,0.829242027,Macrophage_Lyz2 high(Fetal_Intestine)    
9007,X28.163,0.174921548,0.898655094,Dendritic cell(Fetal-liver)    
9008,X18.168,0.129667167,0.95275705,Macrophage_Lyz2 high(Fetal_Intestine)    
9009,X19.168,0.141958884,0.908688178,Macrophage_Lyz2 high(Fetal_Intestine)    
9010,X36.168,0.014557385,0.97719989,Macrophage_Lyz2 high(Fetal_Intestine)    
9011,X41.168,0.190305143,0.886415468,Macrophage_Lyz2 high(Fetal_Intestine)    
9012,X30.163,1.424502587,1.004341873,Dendritic cell(Fetal-liver)    
9013,X16.168,1.444608725,0.187548916,Macrophage_Lyz2 high(Fetal_Intestine)    
9014,X32.163,2.13032192,0.877609443,Dendritic cell(Fetal-liver)    
9015,X46.163,0.990725015,0.678492238,Dendritic cell(Fetal-liver)    
9016,X35.163,2.1532069,0.859204866,Dendritic cell(Fetal-liver)    
9017,X48.163,1.718212711,0.772793058,Dendritic cell(Fetal-liver)    
9018,X22.168,1.074801547,0.382363864,Macrophage_Lyz2 high(Fetal_Intestine)    
9019,X41.163,1.913020605,0.428479452,Dendritic cell(Fetal-liver)    
9020,X0.165,6.159830583,-4.687684815,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9021,X36.166,6.008245704,-4.585308796,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9022,X5.164,5.084655945,-4.69352889,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9023,X47.164,5.218563121,-4.655222166,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9024,X32.164,5.193272793,-4.356984333,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9025,X8.164,5.317150987,-3.809114016,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9026,X6.183,5.567188592,-3.533149351,Stromal Cell_Cxcl14 high(Embryonic-Mesenchyme)   
9027,X25.164,5.110778274,-4.277108044,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9028,X11.164,5.539804505,-4.520435332,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9029,X12.164,5.251064463,-4.209565618,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9030,X48.164,5.182242591,-4.304229,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9031,X13.164,5.326037406,-4.718535478,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9032,X15.164,4.347860383,-4.619109051,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9033,X49.170,4.402753096,-4.542641764,Enterocyte progenitor(Fetal_Intestine)    
9034,X7.185,4.526277014,-4.614024221,Muscle(Embryonic-Mesenchyme)     
9035,X20.164,5.433131699,-4.154808146,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9036,X23.166,5.632297041,-4.206115674,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9037,X22.164,5.263889486,-4.279736872,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9038,X27.164,4.760890101,-4.520903041,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9039,X25.170,4.81879375,-4.496551476,Enterocyte progenitor(Fetal_Intestine)    
9040,X28.164,4.860126802,-4.502864322,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9041,X29.164,4.885563937,-4.435879073,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9042,X34.164,5.039333471,-4.443010842,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9043,X40.164,5.786831823,-4.25439627,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9044,X41.164,5.334354293,-4.696859132,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9045,X43.164,5.376440904,-3.861865611,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9046,X44.164,5.185061399,-4.480786717,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9047,X45.164,5.370462568,-4.506657975,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9048,X21.170,5.298432102,-4.628764161,Enterocyte progenitor(Fetal_Intestine)    
9049,X46.164,5.347133624,-4.21060399,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)   
9050,X0.166,4.063745128,-4.43780543,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9051,X12.165,3.846681713,-4.337052038,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9052,X1.165,4.076768257,-4.410346246,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9053,X2.165,2.714265111,-4.202168377,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9054,X7.165,2.660297978,-4.162338605,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9055,X47.165,2.616942085,-4.166252983,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9056,X9.176,2.645728097,-4.14651514,Neuron_tuba1c high(Fetal_Brain)    
9057,X27.176,2.362922403,-4.179717202,Neuron_tuba1c high(Fetal_Brain)    
9058,X31.176,2.869169311,-4.214836724,Neuron_tuba1c high(Fetal_Brain)    
9059,X4.165,3.802640302,-4.302207181,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9060,X3.165,3.708998216,-4.299063411,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9061,X9.165,3.509209116,-4.307605923,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9062,X33.165,3.890314659,-4.338226567,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9063,X34.165,3.544307668,-4.267531247,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9064,X14.165,3.909661433,-4.388870474,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9065,X31.165,3.778237604,-4.277048779,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9066,X6.165,4.051019174,-4.381482091,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9067,X13.165,2.780649594,-4.154308158,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9068,X39.165,2.831203305,-4.17501613,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9069,X8.165,4.489385301,-4.531573808,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9070,X28.165,2.987139987,-4.205668406,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9071,X46.176,3.032471288,-4.274658469,Neuron_tuba1c high(Fetal_Brain)    
9072,X10.165,3.06760316,-4.215339444,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9073,X21.165,4.157964006,-4.322312204,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9074,X44.165,3.038990091,-4.211532835,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9075,X11.165,4.811614394,-4.339978463,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9076,X40.165,2.847865194,-4.128833043,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9077,X23.176,2.129983301,-4.162388053,Neuron_tuba1c high(Fetal_Brain)    
9078,X15.165,4.681197342,-4.320224682,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9079,X8.170,4.572949035,-4.342358256,Enterocyte progenitor(Fetal_Intestine)    
9080,X9.185,4.665608107,-4.298336313,Muscle(Embryonic-Mesenchyme)     
9081,X19.165,2.564391688,-4.126519017,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9082,X17.165,2.562130205,-4.125162749,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9083,X24.165,2.263800097,-4.146697862,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9084,X35.165,2.57365956,-4.132143413,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9085,X38.165,2.655374435,-4.133643497,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9086,X44.185,2.805444469,-4.068559422,Muscle(Embryonic-Mesenchyme)     
9087,X46.165,3.898490482,-4.374891208,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9088,X22.165,5.865250347,-4.682632864,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9089,X49.167,5.742517855,-4.541844979,Enteric muscle cell(Fetal_Intestine)   
9090,X25.176,1.86436543,-4.155861628,Neuron_tuba1c high(Fetal_Brain)    
9091,X33.185,1.805634452,-4.162667722,Muscle(Embryonic-Mesenchyme)     
9092,X25.165,2.419222985,-4.149781714,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9093,X35.176,1.587407375,-4.174958917,Neuron_tuba1c high(Fetal_Brain)    
9094,X27.165,4.116506719,-4.378010679,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9095,X29.165,2.933766582,-4.18784065,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9096,X30.165,2.204605531,-4.140932203,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9097,X13.176,2.606228135,-4.12840548,Neuron_tuba1c high(Fetal_Brain)    
9098,X37.165,4.392512891,-4.493731116,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9099,X41.165,3.778401854,-4.41910465,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9100,X42.165,4.71216742,-4.796823157,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9101,X28.185,4.73149783,-4.585738397,Muscle(Embryonic-Mesenchyme)     
9102,X43.165,2.631633394,-4.140099245,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9103,X25.178,2.097642188,-4.146253155,Radial glia_Vim high(Fetal_Brain)   
9104,X45.165,3.856446979,-4.319518107,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9105,X30.176,2.643686857,-4.174757304,Neuron_tuba1c high(Fetal_Brain)    
9106,X48.165,4.603786285,-4.608753658,Neuronal cell_Fabp7 high(Fetal_Intestine)   
9107,X0.167,4.744940803,-4.38784346,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9108,X3.166,5.487228989,-3.952459155,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9109,X30.171,5.646417267,-3.77761429,Stromal cell_Stmn2 high (Fetal_Intestine)  
9110,X6.166,5.231494639,-4.493170749,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9111,X12.166,5.165232052,-4.525480058,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9112,X19.166,5.615632431,-3.839958817,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9113,X20.166,4.725213272,-4.291656202,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9114,X27.166,4.961535653,-4.390964422,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9115,X21.166,5.923161726,-4.577181782,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9116,X24.166,5.905177697,-4.282642171,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9117,X16.185,4.67324392,-4.326437231,Muscle(Embryonic-Mesenchyme)     
9118,X28.166,5.219056696,-4.11080904,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9119,X32.166,5.419323069,-3.857568949,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9120,X34.166,5.319473499,-3.887197786,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9121,X35.166,5.466698688,-4.751082932,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9122,X38.166,4.859083763,-4.358004468,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9123,X39.166,5.879144773,-4.118095654,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9124,X19.183,5.580230594,-3.186115294,Stromal Cell_Cxcl14 high(Embryonic-Mesenchyme)   
9125,X46.183,5.61086314,-3.257626998,Stromal Cell_Cxcl14 high(Embryonic-Mesenchyme)   
9126,X49.166,5.039187456,-4.127993306,Stromal cell_Adamdec1 high(Fetal_Intestine)   
9127,X3.167,7.231773714,-5.396405199,Enteric muscle cell(Fetal_Intestine)   
9128,X25.167,7.19424917,-5.359059405,Enteric muscle cell(Fetal_Intestine)   
9129,X36.167,7.221041197,-5.382560663,Enteric muscle cell(Fetal_Intestine)   
9130,X4.167,7.109243517,-5.302015174,Enteric muscle cell(Fetal_Intestine)   
9131,X45.167,7.081900835,-5.277937335,Enteric muscle cell(Fetal_Intestine)   
9132,X48.167,7.094070397,-5.285648111,Enteric muscle cell(Fetal_Intestine)   
9133,X12.167,7.257287348,-5.413035653,Enteric muscle cell(Fetal_Intestine)   
9134,X7.167,7.274491551,-5.422799946,Enteric muscle cell(Fetal_Intestine)   
9135,X40.167,7.288464161,-5.435038167,Enteric muscle cell(Fetal_Intestine)   
9136,X11.167,6.557636793,-4.971141974,Enteric muscle cell(Fetal_Intestine)   
9137,X42.167,6.88584239,-5.135428466,Enteric muscle cell(Fetal_Intestine)   
9138,X13.167,7.004873107,-5.21011004,Enteric muscle cell(Fetal_Intestine)   
9139,X14.167,7.210957803,-5.412158701,Enteric muscle cell(Fetal_Intestine)   
9140,X15.167,6.965294425,-5.177207259,Enteric muscle cell(Fetal_Intestine)   
9141,X16.167,6.792336408,-5.031194652,Enteric muscle cell(Fetal_Intestine)   
9142,X28.167,7.160872804,-5.333142944,Enteric muscle cell(Fetal_Intestine)   
9143,X18.167,6.95993432,-5.176367246,Enteric muscle cell(Fetal_Intestine)   
9144,X20.167,7.183048223,-5.353654737,Enteric muscle cell(Fetal_Intestine)   
9145,X22.167,7.076368971,-5.263022282,Enteric muscle cell(Fetal_Intestine)   
9146,X24.167,7.005782258,-5.209110608,Enteric muscle cell(Fetal_Intestine)   
9147,X26.167,7.00156779,-5.209313699,Enteric muscle cell(Fetal_Intestine)   
